21三体综合症	21三體綜合症
梅里美	梅里美
梅里雪山	梅里雪山
荣归故里	榮歸故里
模里西斯	模里西斯
橘里橘气	橘里橘氣
歇斯底里	歇斯底里
欧里庇得斯	歐里庇得斯
毛里塔尼亚	毛里塔尼亞
毛里求斯	毛里求斯
水里	水里
水里乡	水里鄉
汗腾格里峰	汗騰格里峰
决胜千里	決勝千里
沙里亚	沙里亞
波德戈里察	波德戈里察
波德里查	波德里查
海里	海里
湖里	湖里
湖里区	湖里區
汤加里罗	湯加里羅
滴里嘟噜	滴里嘟嚕
滴里耷拉	滴里耷拉
满洲里	滿洲里
满洲里市	滿洲里市
乌苏里江	烏蘇里江
特内里费	特內里費
特里普拉	特里普拉
特里尔	特里爾
特里萨	特里薩
玉里	玉里
玉里镇	玉里鎮
玻里尼西亚	玻里尼西亞
班伯里	班伯里
瓦尔基里	瓦爾基里
瓦西里	瓦西里
瓦西里耶维奇	瓦西里耶維奇
瓦里斯	瓦里斯
甘巴里	甘巴里
百里	百里
百里香	百里香
的里雅斯特	的里雅斯特
的黎波里	的黎波里
皇家马德里	皇家馬德里
礼轻人意重，千里送鹅毛	禮輕人意重，千里送鵝毛
稀里哗啦	稀里嘩啦
米德尔伯里	米德爾伯里
糖醋里脊	糖醋里脊
索尔兹伯里平原	索爾茲伯里平原
索尔兹伯里石环	索爾茲伯里石環
索里亚	索里亞
索马里	索馬里
舞水端里	舞水端里
英里	英里
莫里哀	莫里哀
华里	華里
莱里达	萊里達
万里江山	萬里江山
万里迢迢	萬里迢迢
万里乡	萬里鄉
万里长城	萬里長城
万里长江	萬里長江
萨里	薩里
萨里郡	薩里郡
苏里南	蘇里南
苏里南河	蘇里南河
行百里者半九十	行百里者半九十
街坊邻里	街坊鄰里
西西里	西西里
西西里岛	西西里島
西里尔	西里爾
西里尔字母	西里爾字母
西里西亚	西里西亞
谢里夫	謝里夫
丰溪里	豐溪里
贝里斯	貝里斯
赛里木湖	賽里木湖
转战千里	轉戰千里
迪吉里杜管	迪吉里杜管
运筹帷幄之中，决胜千里之外	運籌帷幄之中，決勝千里之外
道拉吉里峰	道拉吉里峰
达乌里寒鸦	達烏里寒鴉
远隔千里	遠隔千里
乡里	鄉里
郑易里	鄭易里
邻里	鄰里
里人	里人
里加	里加
里士满	里士滿
里奥斯	里奧斯
里巷	里巷
里希特霍芬	里希特霍芬
里弄	里弄
里弗赛德	里弗賽德
里拉	里拉
里斯本	里斯本
里昂	里昂
里朗威	里朗威
里根	里根
里氏	里氏
里氏震级	里氏震級
里港	里港
里港乡	里港鄉
里尔	里爾
里瓦尔多	里瓦爾多
里社	里社
里程	里程
里程碑	里程碑
里程计	里程計
里约热内卢	里約熱內盧
里维埃拉	里維埃拉
里维耶拉	里維耶拉
里肌	里肌
里肌肉	里肌肉
里谚	里諺
里贾纳	里賈納
里长伯	里長伯
金里奇	金里奇
阿奇里斯	阿奇里斯
阿斯图里亚斯	阿斯圖里亞斯
阿尔梅里亚	阿爾梅里亞
阿瓦里德	阿瓦里德
阿赫蒂萨里	阿赫蒂薩里
阿里	阿里
阿里地区	阿里地區
阿里山	阿里山
阿里山乡	阿里山鄉
阿里斯托芬	阿里斯托芬
阿里郎	阿里郎
雾里看花	霧里看花
头里	頭里
香格里拉	香格里拉
马德里	馬德里
马斯特里赫特	馬斯特里赫特
马苏里拉	馬蘇里拉
马里	馬里
马里亚纳海沟	馬里亞納海溝
马里亚纳群岛	馬里亞納群島
马里博尔	馬里博爾
马里奥	馬里奧
马里兰	馬里蘭
马里兰州	馬里蘭州
腾格里	騰格里
腾格里沙漠	騰格里沙漠
鲍德里亚	鮑德里亞
鹏程万里	鵬程萬里
龙里	龍里
龙里县	龍里縣
不明就里	不明就裡
不知就里	不知就裡
也好不到哪里去	也好不到哪裡去
傻里傻气	傻裡傻氣
内里	內裡
吃里爬外	吃裡爬外
嘴里	嘴裡
四下里	四下裡
土里土气	土裡土氣
城里人	城裡人
夜里	夜裡
字里行间	字裡行間
家里	家裡
家里蹲	家裡蹲
封底里	封底裡
封里	封裡
小里小气	小裡小氣
就里	就裡
往心里去	往心裡去
往死里	往死裡
往泥里踩	往泥裡踩
从里到外	從裡到外
心里	心裡
心里有数	心裡有數
心里有谱	心裡有譜
心里有鬼	心裡有鬼
心里痒痒	心裡癢癢
心里美萝卜	心裡美蘿蔔
心里话	心裡話
情人眼里出西施	情人眼裡出西施
情人眼里有西施	情人眼裡有西施
慌里慌张	慌裡慌張
怀里	懷裡
手里	手裡
手里剑	手裡劍
打心眼里	打心眼裡
把心放在肚子里	把心放在肚子裡
揣在怀里	揣在懷裡
搋在怀里	搋在懷裡
捡到篮里就是菜	撿到籃裡就是菜
放在眼里	放在眼裡
日里	日裡
暗地里	暗地裡
暗里	暗裡
死里逃生	死裡逃生
流里流气	流裡流氣
百里挑一	百裡挑一
看在眼里	看在眼裡
眼里容不得沙子	眼裡容不得沙子
眼里揉不得沙子	眼裡揉不得沙子
矬子里拔将军	矬子裡拔將軍
矮子里拔将军	矮子裡拔將軍
窝里反	窩裡反
窝里横	窩裡橫
笑里藏刀	笑裡藏刀
绵里藏针	綿裡藏針
肉烂在锅里	肉爛在鍋裡
背地里	背地裡
苑里	苑裡
苑里镇	苑裡鎮
茅坑里点灯	茅坑裡點燈
葫芦里卖的是什么药	葫蘆裡賣的是什麼藥
行家里手	行家裡手
里出外进	裡出外進
里勾外连	裡勾外連
里外	裡外
里子	裡子
里带	裡帶
里应外合	裡應外合
里手	裡手
里海	裡海
里海地鸦	裡海地鴉
里脊	裡脊
里边	裡邊
里院	裡院
里头	裡頭
衬里	襯裡
记在心里	記在心裡
话里套话	話裡套話
话里有话	話裡有話
这里	這裡
道里	道裡
道里区	道裡區
邋里邋遢	邋裡邋遢
阴沟里翻船	陰溝裡翻船
鸡蛋里挑骨头	雞蛋裡挑骨頭
雪里蕻	雪裡蕻
鞭辟入里	鞭闢入裡
蓦地里	驀地裡
骨子里	骨子裡
狗嘴里吐不出象牙	狗嘴裏吐不出象牙
里番	裏番
一板一眼	一板一眼
一板三眼	一板三眼
七巧板	七巧板
三板	三板
三角板	三角板
中板	中板
主板	主板
主机板	主機板
停板制度	停板制度
切菜板	切菜板
刨花板	刨花板
制动踏板	制動踏板
刻板	刻板
刻板印象	刻板印象
前甲板	前甲板
剪切板	剪切板
剪贴板	剪貼板
加速踏板	加速踏板
半月板	半月板
印刷电路板	印刷電路板
印制电路板	印製電路板
受夹板气	受夾板氣
古板	古板
叫板	叫板
各打五十大板	各打五十大板
呆板	呆板
单板机	單板機
单板滑雪	單板滑雪
地板	地板
地板砖	地板磚
坐冷板凳	坐冷板凳
型板	型板
基板	基板
场记板	場記板
压舌板	壓舌板
天花板	天花板
太阳能板	太陽能板
太阳电池板	太陽電池板
夹板	夾板
写字板	寫字板
封檐板	封檐板
导流板	導流板
帆板	帆板
平板	平板
平板手机	平板手機
平板支撑	平板支撐
平板车	平板車
平板电脑	平板電腦
弱音踏板	弱音踏板
强音踏板	強音踏板
弹跳板	彈跳板
快板	快板
快板儿	快板兒
急板	急板
慢板	慢板
手板葫芦	手板葫蘆
拍板	拍板
拖地板	拖地板
拼板	拼板
拼板玩具	拼板玩具
拼花地板	拼花地板
指板	指板
挑口板	挑口板
挨板子	挨板子
接线板	接線板
插座板	插座板
插线板	插線板
搓板	搓板
搓衣板	搓衣板
挡泥板	擋泥板
搁板	擱板
搁脚板	擱腳板
扰流板	擾流板
救生艇甲板	救生艇甲板
散板	散板
书板	書板
有板有眼	有板有眼
木板	木板
板上钉钉	板上釘釘
板儿爷	板兒爺
板凳	板凳
板刷	板刷
板报	板報
板块	板塊
板块构造	板塊構造
板块理论	板塊理論
板壁	板壁
板子	板子
板寸	板寸
板岩	板岩
板式塔	板式塔
板房	板房
板擦	板擦
板擦儿	板擦兒
板斧	板斧
板书	板書
板梁桥	板梁橋
板条	板條
板条箱	板條箱
板桩	板樁
板楼	板樓
板桥	板橋
板桥市	板橋市
板油	板油
板沟	板溝
板滞	板滯
板烟	板煙
板牙	板牙
板状	板狀
板球	板球
板皮	板皮
板眼	板眼
板砖	板磚
板纸	板紙
板结	板結
板羽球	板羽球
板脸	板臉
板蓝根	板藍根
板规	板規
板车	板車
板门店	板門店
板门店停战村	板門店停戰村
板鞋	板鞋
板鼓	板鼓
枷板	枷板
案板	案板
桌椅板凳	桌椅板凳
条板箱	條板箱
梯板	梯板
栈板	棧板
棺材板	棺材板
桨板	槳板
楼板	樓板
模块板	模塊板
模板	模板
样板	樣板
样板戏	樣板戲
正儿八板	正兒八板
正经八板	正經八板
死板	死板
母板	母板
水上飞板	水上飛板
洗衣板	洗衣板
活动看板	活動看板
活板	活板
滑板	滑板
滑板车	滑板車
滑板鞋	滑板鞋
滑雪板	滑雪板
涨停板	漲停板
烫衣板	燙衣板
墙板锯	牆板鋸
甲板	甲板
白板	白板
白板笔	白板筆
看板	看板
短板	短板
石板	石板
石板瓦	石板瓦
石板路	石板路
石膏墙板	石膏牆板
砧板	砧板
稍快板	稍快板
竹板	竹板
符板	符板
节流踏板	節流踏板
篮板	籃板
篮板球	籃板球
粉板	粉板
纸板	紙板
美耐板	美耐板
翘板	翹板
翘翘板	翹翹板
翼子板	翼子板
老古板	老古板
背板	背板
腰板	腰板
脚板	腳板
脚踏板	腳踏板
胶合板	膠合板
舢板	舢板
艇甲板	艇甲板
菜板	菜板
薄板	薄板
血小板	血小板
行板	行板
触控板	觸控板
触摸板	觸摸板
调色板	調色板
走板	走板
跌停板	跌停板
跳板	跳板
踏板	踏板
踏板摩托车	踏板摩托車
踏板车	踏板車
踏雪板	踏雪板
踢脚板	踢腳板
跷跷板	蹺蹺板
身板	身板
通灵板	通靈板
遮护板	遮護板
遮阳板	遮陽板
金属板	金屬板
铜板	銅板
铺板	鋪板
钢板	鋼板
铁板	鐵板
铁板烧	鐵板燒
铁板牛柳	鐵板牛柳
铁板牛肉	鐵板牛肉
铁板茄子	鐵板茄子
长板	長板
隔断板	隔斷板
隔板	隔板
雪板	雪板
响板	響板
顶板	頂板
显示板	顯示板
风浪板	風浪板
飞行甲板	飛行甲板
骺软骨板	骺軟骨板
鱼尾板	魚尾板
黑板	黑板
黑板报	黑板報
鼓板	鼓板
龟板	龜板
老板娘	老闆娘
一杆进洞	一桿進洞
一号木杆	一號木桿
三号木杆	三號木桿
上杆	上桿
乳杆菌	乳桿菌
仙人掌杆菌	仙人掌桿菌
光杆司令	光桿司令
嗜血杆菌	嗜血桿菌
嗜酸乳杆菌	嗜酸乳桿菌
大肠杆菌	大腸桿菌
套马杆	套馬桿
布氏杆菌病	布氏桿菌病
幽门螺旋杆菌	幽門螺旋桿菌
幽门螺杆菌	幽門螺桿菌
拉杆箱	拉桿箱
挺杆	挺桿
控制杆	控制桿
推杆	推桿
换挡杆	換擋桿
挥杆	揮桿
摇杆	搖桿
摇笔杆	搖筆桿
撑杆跳	撐桿跳
撑杆跳高	撐桿跳高
操纵杆	操縱桿
木杆	木桿
李斯特氏杆菌	李斯特氏桿菌
枯草杆菌	枯草桿菌
杆弟	桿弟
杆秤	桿秤
杆菌	桿菌
枪杆	槍桿
枪杆儿	槍桿兒
枪杆子	槍桿子
比杆赛	比桿賽
沙坑杆	沙坑桿
炭疽杆菌	炭疽桿菌
白喉杆菌	白喉桿菌
矮杆品种	矮桿品種
秤杆	秤桿
笔杆	筆桿
笔杆子	筆桿子
箭杆	箭桿
结核杆菌	結核桿菌
线杆	線桿
总杆赛	總桿賽
耍笔杆	耍筆桿
肉毒杆菌	肉毒桿菌
肉毒杆菌毒素	肉毒桿菌毒素
肉毒梭状芽孢杆菌	肉毒梭狀芽孢桿菌
腰杆	腰桿
腰杆子	腰桿子
脚杆	腳桿
自拍杆	自拍桿
蜗杆	蝸桿
蜗杆副	蝸桿副
螺杆	螺桿
蜡样芽孢杆菌	蠟樣芽孢桿菌
变速杆	變速桿
起扑杆	起撲桿
钓杆	釣桿
铁杆粉丝	鐵桿粉絲
集电杆	集電桿
顶杆	頂桿
鼠疫杆菌	鼠疫桿菌
二杆子	二杆子
切杆	切杆
吊杆	吊杆
拉杆	拉杆
撑杆	撐杆
旗杆	旗杆
桅杆	桅杆
标杆	標杆
栏杆	欄杆
球杆	球杆
钓鱼杆	釣魚杆
开杆	開杆
一派胡言	一派胡言
丁卯胡乱	丁卯胡亂
丙子胡乱	丙子胡亂
二胡	二胡
五胡	五胡
五胡十六国	五胡十六國
京二胡	京二胡
京胡	京胡
信口胡说	信口胡說
内塔尼亚胡	內塔尼亞胡
北柴胡	北柴胡
四胡	四胡
坠胡	墜胡
奥胡斯	奧胡斯
山胡桃木	山胡桃木
东胡	東胡
柴胡	柴胡
死胡同	死胡同
满口胡柴	滿口胡柴
满口胡言	滿口胡言
烤胡椒香肠	烤胡椒香腸
牙买加胡椒	牙買加胡椒
白胡椒	白胡椒
红胡子	紅胡子
羯胡	羯胡
胡乱	胡亂
胡人	胡人
胡佛	胡佛
胡作非为	胡作非為
胡佳	胡佳
胡来	胡來
胡兀鹫	胡兀鷲
胡叼盘	胡叼盤
胡吃海喝	胡吃海喝
胡吃海塞	胡吃海塞
胡同	胡同
胡吹	胡吹
胡吹乱捧	胡吹亂捧
胡吣	胡唚
胡图族	胡圖族
胡塞尔	胡塞爾
胡天	胡天
胡夫	胡夫
胡姬花	胡姬花
胡安	胡安
胡弄	胡弄
胡思乱想	胡思亂想
胡想	胡想
胡慧中	胡慧中
胡扯	胡扯
胡扯八溜	胡扯八溜
胡扯淡	胡扯淡
胡抡	胡掄
胡搞	胡搞
胡搅	胡攪
胡搅蛮缠	胡攪蠻纏
胡桃	胡桃
胡桃夹子	胡桃夾子
胡椒	胡椒
胡椒喷雾	胡椒噴霧
胡椒子	胡椒子
胡椒属	胡椒屬
胡椒粉	胡椒粉
胡椒粒	胡椒粒
胡椒薄荷	胡椒薄荷
胡乐	胡樂
胡温新政	胡溫新政
胡燕妮	胡燕妮
胡狼	胡狼
胡琴	胡琴
胡瓜	胡瓜
胡瓜鱼	胡瓜魚
胡笙	胡笙
胡紫薇	胡紫薇
胡编	胡編
胡编乱造	胡編亂造
胡缠	胡纏
胡耀邦	胡耀邦
胡芫	胡芫
胡花	胡花
胡荽	胡荽
胡芦巴	胡蘆巴
胡萝卜	胡蘿蔔
胡萝卜素	胡蘿蔔素
胡蜂	胡蜂
胡言乱语	胡言亂語
胡话	胡話
胡说	胡說
胡说八道	胡說八道
胡诌	胡謅
胡诌乱傍	胡謅亂傍
胡诌乱扯	胡謅亂扯
胡诌乱说	胡謅亂說
胡诌乱道	胡謅亂道
胡诌八扯	胡謅八扯
胡豆	胡豆
胡鄂公	胡鄂公
胡铨	胡銓
胡锦涛	胡錦濤
胡锡进	胡錫進
胡雁	胡雁
胡闹	胡鬧
胡麻	胡麻
胡麻籽	胡麻籽
让胡路	讓胡路
让胡路区	讓胡路區
跋胡疐尾	跋胡疐尾
辣胡椒	辣胡椒
野胡萝卜	野胡蘿蔔
随口胡诌	隨口胡謅
黑胡椒	黑胡椒
八字胡	八字鬍
吹胡子瞪眼	吹鬍子瞪眼
山羊胡子	山羊鬍子
眉毛胡子一把抓	眉毛鬍子一把抓
络腮胡子	絡腮鬍子
腮胡	腮鬍
卫生胡	衛生鬍
胡匪	鬍匪
胡子	鬍子
胡渣	鬍渣
胡碴	鬍碴
胡茬	鬍茬
胡髭	鬍髭
一准	一準
不标准	不標準
不准确	不準確
中文标准交换码	中文標準交換碼
作好准备	作好準備
作准	作準
做准备工作	做準備工作
全无准备	全無準備
吃不准	吃不準
国家标准中文交换码	國家標準中文交換碼
国家标准化管理委员会	國家標準化管理委員會
国家标准码	國家標準碼
国际人权标准	國際人權標準
国际标准化组织	國際標準化組織
基准	基準
失准	失準
存款准备金率	存款準備金率
寇准	寇準
实践是检验真理的唯一标准	實踐是檢驗真理的唯一標準
对准	對準
德国标准化学会	德國標準化學會
凭准	憑準
技术标准	技術標準
放之四海而皆准	放之四海而皆準
时刻准备	時刻準備
会计准则理事会	會計準則理事會
望远瞄准镜	望遠瞄準鏡
校准	校準
格林威治标准时间	格林威治標準時間
格林尼治标准时间	格林尼治標準時間
业界标准	業界標準
标准	標準
标准像	標準像
标准化	標準化
标准尺寸	標準尺寸
标准差	標準差
标准时	標準時
标准普尔	標準普爾
标准模型	標準模型
标准状态	標準狀態
标准状况	標準狀況
标准组织	標準組織
标准规格	標準規格
标准语	標準語
标准间	標準間
标准音	標準音
水准	水準
水准仪	水準儀
没水准	沒水準
没准	沒準
没准头	沒準頭
准保	準保
准信	準信
准备	準備
准备金	準備金
准则	準則
准噶尔盆地	準噶爾盆地
准噶尔翼龙	準噶爾翼龍
准妈妈	準媽媽
准星	準星
准时	準時
准决赛	準決賽
准的	準的
准确	準確
准确性	準確性
准稳旋涡结构	準穩旋渦結構
准线	準線
准绳	準繩
准谱儿	準譜兒
准点	準點
为准	為準
照准	照準
瑞利准则	瑞利準則
看准	看準
看准机会	看準機會
瞄准	瞄準
瞄准具	瞄準具
符合标准	符合標準
算准	算準
精准	精準
美国国家标准学会	美國國家標準學會
美国资讯交换标准码	美國資訊交換標準碼
行为准则	行為準則
规矩准绳	規矩準繩
认准	認準
说不准	說不準
调准	調準
超前瞄准	超前瞄準
通用汉字标准交换码	通用漢字標準交換碼
郑梦准	鄭夢準
双重标准	雙重標準
非标准	非標準
不准	不准
不准许	不准許
保准	保准
允准	允准
准予	准予
准入	准入
准将	准將
准格尔旗	准格爾旗
准生证	准生證
准考证	准考證
准许	准許
存款准备金	存款准備金
市场准入	市場准入
恩准	恩准
批准	批准
批准文号	批准文號
拿不准	拿不准
核准	核准
特准	特准
一发不可收拾	一發不可收拾
一发而不可收	一發而不可收
一触即发	一觸即發
一言不发	一言不發
一语不发	一語不發
三联式发票	三聯式發票
上海浦东发展银行	上海浦東發展銀行
上发条	上發條
上紧发条	上緊發條
下发	下發
不悱不发	不悱不發
事态发展	事態發展
事发地点	事發地點
事发时	事發時
二联式发票	二聯式發票
